Sort Type,100 Items Avg,100 Items Best,100 Items Worst,1000 Items Avg,1000 Items Best,1000 Items Worst,10000 Items Avg,10000 Items Best,10000 Items Worst,100000 Items Avg,100000 Items Best,100000 Items Worst,1000000 Items Avg,1000000 Items Best,1000000 Items Worst,10000000 Items Avg,10000000 Items Best,10000000 Items Worst
QuickSort,1.33187E-4,5.8767E-5,3.479E-4,7.358184E-4,1.60476E-4,0.00226416,0.001197112,9.04215E-4,0.002316772,0.0436202896,0.016402779,0.107087217,0.1423013266,0.13812285,0.149774295,2.107215058,1.916482605,2.634566804,
MergeSort,6.838134E-4,1.6957E-5,0.002829895,2.5338359999999997E-4,1.61955E-4,3.51629E-4,0.0053640946,0.00155008,0.015455616,0.020945029,0.01848139,0.023886479,0.2505168084,0.23101798,0.262340004,2.8192914424,2.715755846,3.026448604,
BubbleSort,4.685634E-4,4.00487E-4,5.14361E-4,0.004091675,0.003424116,0.00516578,0.4522451586,0.427031539,0.505777996,41.669750584,40.638830652,42.922167776,
InsertionSort,2.7887340000000004E-4,1.23449E-4,4.67093E-4,0.0020693174,1.86531E-4,0.009267906,0.0182832576,0.017209541,0.020075321,2.1825309404,2.09498339,2.243360377,
SelectionSort,4.752102E-4,3.91629E-4,7.06867E-4,0.0056205372,9.7396E-4,0.021900444,0.1091201498,0.098553402,0.118483885,12.0172753358,11.104923985,14.184475042,
